,raw_text,clean_text,subjectivity,polarity
673,"@denverpost When Dominion equipment was used ... Democrat Joe Biden did exceptionally well.
On other voting machines ... not so good.

Go figure
https://t.co/pAFIJozZcc",denverpost dominion equipment used democrat joe biden exceptionally well voting machine not good go figure,1,0
674,"@realDonaldTrump BREAKING: Biden's national popular vote lead just surpassed 7 million (4.5%)...

Biden 81,264,673 (51.3%)
Trump 74,210,838 (46.9%)",realdonaldtrump breaking biden national popular vote lead surpassed million trump,0,2
675,Joe Biden: Covid vaccination in US will not be mandatory https://t.co/to0WrPxxbi,joe biden covid vaccination u not mandatory,0,2
676,Biden says he will ask EVERYONE to wear a face mask for 100 DAYS https://t.co/WiEmqOHM2T @MailOnline,biden say ask everyone wear face mask day mailonline,0,2
677,Biden On Holding China Accountable For Pandemic: ‘It’s Not About Punishing Them For The COVID Virus’ | The Daily Wire https://t.co/QFtJMAJOAb,biden holding china accountable pandemic not punishing covid virus daily wire,0,2
678,Not sure how I feel about this but in other news... Bernie Sanders makes a play for Biden Labor secretary  https://t.co/OxB0bu3BWm via @politico,not sure feel news bernie sander make play biden labor secretary via politico,0,2
679,Biden Stresses Urgency To Pass Covid Relief For Americans | MSNBC https://t.co/IQiUufUJV9 via @YouTube,biden stress urgency pas covid relief american msnbc via youtube,0,2
680,I know Biden won and the election is over but it’s still fuck Trump,know biden election still fuck trump,1,1
681,"@maggieNYT @Ireallymeanit1 And, when was this? Was it about the time he stopped flights from China and dems and Biden were accusing him of spreading fear..",maggienyt ireallymeanit time stopped flight china dems biden accusing spreading fear,1,0
682,@lloydon @RudyGiuliani That argument doesn't hold anymore. Because there's kind of a footage that shows how they reach under the table for these special delivery time to rig this election boxes filled with Biden only ballots.  But I guess some people are very ok with that.,lloydon rudygiuliani argument hold anymore kind footage show reach table special delivery time rig election box filled biden ballot guess people ok,1,0
683,"@washingtonpost KISS (is an acronym)
1. Biden
2. Yes 
3. Yes 
&amp; I’m a Republican",washingtonpost kiss acronym biden yes amp republican,1,0
684,@realDonaldTrump THAT'S BECAUSE BIDEN IS THE NEW PRESIDENT! https://t.co/ycua45TVyN,realdonaldtrump biden new president,1,1
685,"@realDonaldTrump @caesear You win , 98% for biden at 12:18 am , 23.487 votes . We now have video . Georgia for TRUMP . https://t.co/DWQfD9jRIj",realdonaldtrump caesear win biden vote video georgia trump,1,0
686,"@AOC So, you want to tax those billionaires that funded gazillions of money to the Biden campaign during this election, right?",aoc want tax billionaire funded gazillion money biden campaign election right,1,0
687,@CarmineSabia Marsha Blackburn is not being racist but what I'm doing is using her opinion on China to throw shade at mean old Joe Biden because he cheated... Even though there is no evidence of that.,carminesabia marsha blackburn not racist using opinion china throw shade mean old joe biden cheated even though evidence,1,0
688,"@OseKry @LisaVNutrition @USA40342087 @scrowder @DonaldJTrumpJr @Twitter Biden has been a public servant for 40+ years and has multiple multi million dollar houses.... Yea you right the left is all perfect. So if trump is lining his pockets while his net worth has went down half a billion dollars since office, and Biden somehow has that.... Yea idk.",osekry lisavnutrition usa scrowder donaldjtrumpjr twitter biden public servant year multiple multi million dollar house yea right left perfect trump lining pocket net worth went half billion dollar since office somehow idk,1,0
689,"@newsmax @gregkellyusa I agree !  If Biden gets in the Whitehouse ..that means that there isn't any honestly and nor a care about truth or justice in this country !  There won't be the USA I grew up loving !  It's so sad that ,as soon as there was proof state cheated Biden shouldn't be president !",newsmax gregkellyusa agree biden get whitehouse mean honestly care truth justice country usa grew loving sad soon proof state cheated president,1,0
690,CNN Execs Protect Biden By Dismissing And Refusing To Pursue Pedophilia ... https://t.co/nwFTRYzW5U via @YouTube @CNNPR @JeffZuckerCNN  You are unbelievably despicable.,cnn exec protect biden dismissing refusing pursue pedophilia via youtube cnnpr jeffzuckercnn unbelievably despicable,0,2
691,@LaikenJordahl Wonder if they could sue the company and put a halt to the continuation of building the wall due to personal property damage and unsafe conditions.. hope it would stop it until biden is sworn in..,laikenjordahl wonder could sue company put halt continuation building wall due personal property damage unsafe condition hope would stop biden sworn,0,2
692,"@realDonaldTrump Because Biden is about to be the new president, it’s not because of you egomaniac",realdonaldtrump biden new president not egomaniac,1,1
693,@RT_com That’s the guy who is funding those fake stories about Hunter Biden.,rt com guy funding fake story hunter biden,1,1
694,"Stirring controversy: Scott O’Grady, Texas war hero and current Trump defense nominee, spreads conspiracy theory alleging Biden ‘coup’ on Twitter, @by_ethompson reports. #ScottOGrady #Pentagon #Trump #DefenseDepartment #TexasPolitics #txlege #Congress  https://t.co/bW4ZKF2Rl7",stirring controversy scott grady texas war hero current trump defense nominee spread conspiracy theory alleging biden coup twitter ethompson report scottogrady pentagon defensedepartment texaspolitics txlege congress,1,0
695,"@jimmyhel1 @manavjivan @KamalaHarris No
Thats why i voted Biden to get Trump out",jimmyhel manavjivan kamalaharris thats voted biden get trump,1,1
696,Do you think that guy derek is going to delete his account when Biden is sworn in?,think guy derek going delete account biden sworn,0,2
697,@ForecasterEnten Biden did much better in WNY than Hillary,forecasterenten biden much better wny hillary,1,1
698,"Matt Braynard: Illegally cast votes surpasses Biden's margin of victory in WI, GA, AZ | Just The News https://t.co/Q09i0ORc3O",matt braynard illegally cast vote surpasses biden margin victory wi ga az news,1,0
699,It would be better if Joe Biden stayed in the Basement or covered his Mouth with an insulated Mask. His new idea is to both take a Vaccine shot and wear a mask at the same time. Whats next a cocoon or a Space suit. https://t.co/NPL5A32JpZ,would better joe biden stayed basement covered mouth insulated mask new idea take vaccine shot wear time whats next cocoon space suit,1,0
700,"But of course! Sham one, meet Sham two!
The Latest: Biden says Fauci will be chief medical adviser https://t.co/SPdxoIecXq",course sham one meet two latest biden say fauci chief medical adviser,1,0
701,"@OutragedMary Firstly Biden isn’t president yet , secondly we should keep 100% of our fishing waters as the eu fishermen cannot be trusted to keep to their quotas and it would be almost impossible to monitor. This is not brexit.......",outragedmary firstly biden president yet secondly keep fishing water eu fisherman not trusted quota would almost impossible monitor not brexit,1,0
702,@jaketapper @JoeBiden @CNN @CNNSitRoom Thank you President Biden for asking Dr. Fauci to stay on as part of your team!!!,jaketapper joebiden cnn cnnsitroom thank president biden asking dr fauci stay part team,1,1
703,"It's about damned time!
CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office

https://t.co/qDhFXYZiis",damned time cnn exclusive biden say ask american wear mask first day office,1,1
704,@FoxNews Imagine listening to Biden,foxnews imagine listening biden,1,0
705,@jeremymbarr @ElaheIzadi Actions have consequences.  I can’t wait to hear how this was somehow Biden &amp; Dems fault.,jeremymbarr elaheizadi action consequence wait hear somehow biden amp dems fault,1,1
706,"@JoeBiden When Obama and Biden, came into office in 2009, US was losing 800,000 jobs a month,
Millions of people were losing their homes. 
The actions they took during that crisis returned the economy to healthy growth and initiated the longest streak of job creation on record. 

#TrustJoe https://t.co/5o3NTP22CS",joebiden obama biden came office u losing job month million people home action took crisis returned economy healthy growth initiated longest streak job creation record trustjoe,1,1
707,"Biden said that where he has authority, like in federal buildings or in interstate transportation on airplanes and buses, he will issue a standing order that masks must be worn. -CNN",biden said authority like federal building interstate transportation airplane bus issue standing order mask must worn cnn,0,2
708,Very glad to hear this. Fauci is a voice of scientific rationale in a blizzard of conspiratorial denialism. RT @AP: President-elect Joe Biden says he is keeping Dr. Anthony Fauci on as a chief medical adviser and a member of his COVID-19 advisory team. https://t.co/6sJWPtIOlV,glad hear fauci voice scientific rationale blizzard conspiratorial denialism rt ap president elect joe biden say keeping dr anthony chief medical adviser member covid advisory team,1,1
