,raw_text,subjectivity,polarity
562,"@NancyNoCo24 Biden's also rejoining 

the WHO, JCPOA, Paris Climate Accords, and I think they mentioned the US now wants back into the TPP",1,0
563,"Screw Biden, he is not all there.. it’s his swamp telling him what to do, it’s called “ control the people, and you we control the world” dream on!!! Patriots will never give up..",1,0
564,Good 👍 Job Mr. Biden. Love your leadership.,1,1
565,Dear Ned: I hope the Biden @Transition46 asks to to go back to the @CIA . You are sorely needed,0,2
566,"Watch what happened at 0:41 in @ali's broadcast: SETBACKS in NV, AZ, PA, MI, GA. Perdue comments on Biden presidency. Who is behind this all?

https://t.co/roxKqraAGV",0,2
567,@GiftCee I think Biden tripped over them and blamed it on the dog.,1,0
568,"Chinese agents can easily influence President-elect Joe Biden's incoming administration, a US intelligence official has said. The Chinese were also focusing on people close to Mr Biden's team.

In comparison to Trump team, Biden team is much easier and softer.",1,0
569,"@Elljay1011 @LeefromNZ As if Joe Biden needs a Broken Barbie and rediculous, laughably exaggerated Humpty-Dumpty-Trumpty loyalist. He will have a great fall, and Ideally won't be seen for 10+ years after all the charges he is facing!..😀😄🙃😉👏👏⚖👍",1,0
570,"My latest:  US assurances to #Israel are likely to come at the expense of #Palestinians: A free #Israeli hand in expanding illegal settlements, yet more cutting-edge American weapons, and unconditional US support at the UN https://t.co/Cijxz6MT2e #Iran #Palestine #biden #BLINKEN https://t.co/DJ6WiFepGz",0,2
571,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/FtK5iLwFJN",0,2
572,"@thehill Every time a Trumper acknowledges Biden is President-Elect, it makes headlines. Are we supposed to give them a pat on the back? Who gives a shit whether they acknowledge or not.",1,1
573,@lloydon @RudyGiuliani The integrity of the voting system is being challenged - the evidence will be available fully to the courts - anyone that still thinks Biden will be sworn in or wants him to be sworn in is not in favour of integrity of the voting system,1,0
574,"CNN - Breaking News, Latest News and Videos - ⁦@CNN⁩ so ask president elect-by-fraud #biden what will be the penalty for any US Govt officials or employees who are photographed NOT wearing a mask!! Americans would like to know. #fraudulentelection  https://t.co/4PoWS1tZnL",1,0
575,@thehill Plagiarized Joe Biden,0,2
576,@realDonaldTrump 81m Americans have chose Biden. No person has ever been fired by so many people.,1,1
577,"@TheSageDeity @aaronjmate @IlhanMN OK, how many ways are you gonna avoid talking about Biden in this? The past three posts on here in this particular thread have been sidetracked with ""But Trump""...",1,0
578,@murray_nyc @realDonaldTrump If you’re giving Biden credit for the stock market then he gets the COVID cases/deaths also.,1,0
579,Biden will NEVER be president! Anyone who thinks he will is lying to themselves. 🤷‍♀️,1,0
580,"@Sassy4DJT @gailsline @realDonaldTrump If (IF) President Trump does not win, then a Republican majority Senate can hold Biden/Harris at bay. Another way to look at it.",1,0
581,@TinaMorphis @RalstonReports You mean you don’t find the story of the marked Biden-Harris van delivering boxes of ballots in the middle of a parking lot compelling?,1,0
582,"@nickroberts317 
Question my expertise Twitter friend:  isn't Pete going to asked to join the Biden-Harris administration in some compacity?",0,2
583,@kds5140 @amuse If you want to look like this communist France ... vote biden,1,0
584,@Ldyandrea @maddow Trump changed the status of a lot of roles to fire people. If he changes it back then their status can be changed by Biden again. A procedural pain but they will be fired. I think this is more about giving these people federal pensions or other benefits.,0,2
585,@PragueArtist @SteveGuest Obama didn't know he could have used a robo-signing machine and a spam telephone calling system. Biden knows now.,1,0
586,"@JudgeJeanine @TheFive Jeanine, we need you to report the election fraud like never before! FOX having you people report about Biden like nothing is going on is irresponsible. FOX and you are in on the fix and we know it! Reason you lost 50% of viewers. TRAITORS!",1,0
587,@Jim_Jordan OVER 80 MILLION people VOTED for BIDEN! He also got MORE votes then ANY other candidate in HISTORY because MOST Americans are FED up with the LAWLESS 💩SHOW in the WH so MORE people then EVER VOTED! Due to the PANDEMIC MORE people then EVER voted by MAIL! BIDEN WON! GET OVER IT!,1,1
588,"Yes!! CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office
https://t.co/fWYiDVPKTE",1,1
589,"@ugonnaroast4evr @jerome_corsi @SCOTUSblog @realDonaldTrump @RudyGiuliani @SidneyPowell1 Corsi doesn't seem to know the difference between 'basis' and 'basis' either and later refers to the ""Bush"" rather than the Biden legal team. How did he get a Ph.D.? 😏",1,0
590,"@POTUS CNN, Democrats and Biden are fraudsters, and they are the saboteurs of free democracy.",1,0
591,@RonnieLouise2 My 72yo lady is on Medicaid &amp; has Alzheimer's. Maybe she can count votes for Biden.,1,0
592,"@Matthews_BBQ @SpeakerPelosi So Mathew. 
How well do u speak Spanish, n ur kids, grandkids.?   Because I can't wait to hear u eat your words in mexican a year or 2 from now. Biden won't live thru the stress n pressure of even 1 year. Harris couldn't get in a WH tour.  Now shes going to be THE PRESIDENT.  lol",1,0
593,@JonIsAwesomest Would be a hell of a midterm slump buster if they can talk Biden around!,1,0
594,"Dems Abroad—join us for our year-end get together—ZOOM —Sat Dec 12 5pm-7pm for seasonal cheer (we need it!🎄🥂) to celebrate the Biden/ Harris victory, check-in with each other and share a fun game. RSVP DAF-Toulouse@democratsabroad.org/. https://t.co/ZUP0np9TKl",1,1
595,"@itsJeffTiedrich Re-Tweet Trumps Masterplan:
1.Declare election fraud 
2. Make promises he wont keep &amp; discredit Biden
3. Have Graham and others remove ballot boxes in Ga, MI, Pa, ect
4.IF he looses election, re-declare fraud ,claimimg dems responsible
5. Demand election be over turned to him",1,1
596,"Democrats Waited Until After the Election but Finally Voted to Legalize Marijuana The Biden administration could immediately deschedule marijuana, and the next farm bill could legalize it completely. The post Democrats Waited Until After the Elec... https://t.co/S1cOX8DVc3 #USRC https://t.co/NALTY9NiWq",1,0
597,"@realDonaldTrump Thank you president-elect Joe Biden for your leadership! The guy before you was a lame duck, trying to take credit for everything! Like his campaign spokeswoman said the Trump vaccine we all got a hell of a laugh out of that one!",1,1
598,Joe Biden ain’t gone save y’all! Him &amp; Kamala are a part of the agenda! It’s all a stage!!,1,0
599,@realDonaldTrump Thought you said it would crash if Biden “gets in”. https://t.co/VFp90W9n1Y,1,1
600,@KingKull2112 @rickyftw I agree with you but unfortunately our Congress (especially Democrats) don't like accomplishing things all at once they like to drip feed legislation. If Biden was smart he would write an executive order legalizing it once he's inaugurated.,1,0
601,"@Jim_Jordan Its sad to see that the repugs don't give a crap about the American people's health, but now I feel better that President Biden/Harris does. Biden/Harris...2020",1,1
602,"Biden Could Get Medicare4All Without Congress, But He Won't https://t.co/Dr0YmgmXM5 via @YouTube",0,2
603,"@pshene1 @burnedoutteach5 @kasie You have no answer, I see. Just insults. Coincidentally, that’s what Biden does when he is caught out lying.",1,0
604,@Dknight10k @kstreet111 I tried to book a suite at the Biden Tower hotel but couldn’t find it.  Oh well.,1,0
605,Biden says he will ask Americans to wear masks for the first 100 days he's in office.  https://t.co/QstZo4arsb,0,2
606,"@yossieweinberg @Redistrict Trump did very well with Orthodox Jews. He also did relative well for a Republican with Hispanics. 

Biden's improvement over Hillary was almost entirerly with non-city dwellers.",1,1
607,"“I do not believe for a second that our country will accept Vice President Biden as the next president,” Flynn said. “That’s based on what we know to be probably the greatest fraud our country has ever experienced in our history.”",1,0
608,@JLPtalk remember 15 days to slow the spread? Biden's idea sounds like 100 days to submit the American will.,1,0
609,This Analysis PROVES Joe Biden’s False Victory On Mail-In Ballots In Pen... https://t.co/lqnSzsKNeE via @YouTube,1,0
610,@JennaEllisEsq Exactly! Stop with the phony litigation and congratulate Biden/Harris.,1,1
611,"@saywhat95 @Democrat_Barbie @washingtonpost It’s a pre-produced montage with a write-up.

I’m not going to dignify it or dive deeper into the discussion.

It’s absolutely criminal that the DNC would sign off on running a man in Biden’s condition.

Remember Pelosi talking about the 25th a few months ago? 

That was for Joe.",1,0
612,"Trump to boycott Biden’s inauguration and won’t even invite him for White House visit - report https://t.co/bb6WNO6Q0n via @Yahoo 
Don the Con is the biggest chump",0,2
613,"Screw the GROPER:
Biden to call for 100 days of masks after inauguration https://t.co/3Fxs3ZjTXz #FoxNews",1,0
614,@realDonaldTrump WAIT WAIT WAIT...The stock market didn’t crash like you said it would after Biden was elected?! Hmmmm. 🤔🤔🤔🤔 Smells like desperation. #TrumpTantrum,1,1
615,"@JoeBiden Biden and the globalists (Obama, Bush Jr., etc.) will be taking sugar water ""on live TV."" They know what's in the vaccine. They know it kills. #NoVaccine #NoNWO",1,0
616,"@iRadinVerse @STEMthebleeding @Public_Citizen @jennifermarriot Your implication that Bernie Sanders is inspirational is a bad take. If he was so inspirational, why didn't he beat Biden during this past primary? He's 0 and 2.",0,2
617,"@jaketapper @JoeBiden @KamalaHarris He is NOT "" President Elect"". Long way to go.

#ExposeCNN  Nothing on how you deliberately buried Biden pedo story? Its on tape.",1,0
618,@unhoodwinked @wokeosaurusrex @RudyGiuliani Trump has 50 plus pence to break ties without the runoff. It only matters if Biden wins. Trump needs the support! Boycott the runoff!,1,0
619,There won’t be a Biden presidency. But I realize you’ve got to talk about something you won’t get in trouble over.  What’s ten times more interesting is everything involved contesting the election.,1,0
620,@Elljay1011 There's a place for Kellyanne in the Biden administration...at home.,0,2
621,@elenaparent @GaSecofState Your wrong Biden did not win,1,0
622,Biden says Fauci will be chief medical adviser https://t.co/pNpcALmHdS,0,2
623,@NPR  it is the Hunter Biden story you idoit,0,2
624,@rhondakmay @ejministries The people voted for Biden. Legally.,1,1
625,"Biden warns the economy is stalling after 'dire' jobs report, calls for 'urgent action' on Covid stimulus https://t.co/dNUpba4Lhj",0,2
626,@realDonaldTrump Still waiting on the Biden drop,1,0
627,@perlmutations @realDonaldTrump You are absolutely right Trump did all the work. Too bad Biden will never be President. https://t.co/oRl8FFiE2h,1,0
628,@TiffMcGinnis17 They are all idiots.  The White House will need to be disinfected during the Inauguration when they move out Trump's belongings &amp; move in Biden's.,1,1
629,"Among first acts, Biden to call for 100 days of mask-wearing https://t.co/GdyevRemb1",0,2
630,"@vaguepassage @Kenny_Sowellfan @realDonaldTrump The world watched Election Night when ballot counts were halted in all swing states because Trump won. The following days, ballot counting resumed after massive numbers of ballots for Biden were dumped off.  NOTHING TO SEE HERE.  MOVE ALONG.",1,0
631,Joe Biden on television did brag about the democrats had made greatest cheating machine to use on the president election ever. There has been millions of illegal things done by the democrats in this election.,1,0
