ID,Tweet Text,Sentiment
2222,joe biden policy return normal would inadequate decisively defeat trumpism,negative
2223,medium amp twitter enemy people know fraud committed election biden democrat need locked throw away key,negative
2224,biden suck,negative
2225,leader gop enabler trump year seat protected pushed back one time changing date election not recognize biden fraud ballot,negative
2226,see hard evidence right front eye still deny second take biden trump empty room w couple ppl counting ballot not watched could manipulating however want left ok,negative
2227,wondering gon na go jan th biden inauguration seen leant people tag amp comment screenshotting trumpers twitter fb shot show donny n distract whatever dog pony try get attention,negative
2228,fox news fake fuck joe biden stooge far left,negative
2229,ratcliffe say biden getting intelligence trump warns china threat via,negative
2230,someone tell miss mama biden n even office yet,negative
2231,draino canova tired hearing georgia republican tried steal election biden like someone trip wo n end evidence video relevant show fraud,negative
2232,remember stupid woman lara trump damn ignorant since medically trained diagnose medical cognitive decline sucking dad law queen elizabeth ii father stuttered people stutter congrats president elect biden,negative
2233,pathological liar fear monger go enjoy dark winter basement rest u living life not amp free constitution make sure common sense use need grab fraud joe biden,negative
2234,proud black woman say agenda incoming administration back hell biden fool naacp consider not even office amp bitching already stop,negative
2235,crypto maniac nah biden,negative
2236,president elect biden call malarkey guy pick cabinet asking appoint learn cabinetclimatetest,negative
2237,president elect biden call malarkey guy pick cabinet asking appoint learn cabinetclimatetest,negative
2238,look like fraud hey biden nt get comfy basement waiting,negative
2239,biden big government hack warned socialism tyranny coming call day mask inauguration,negative
2240,blame trump yet know many pro biden lockdown people bar house party every weekend simultaneously calling lockdown one causing damage blaming,negative
2241,realize committing sedition starting dumb third question joe biden win majority electoral college,negative
2242,biden call day mask inauguration n think serious sheep,negative
2243,unironically kind racist liberal assume people someone poc automatically represent interest oppressed group part mean biden cabinet,negative
