,Text,subjectivity,polarity
778,john beckyyobabyyo aaronelson senatorjen mygrannythegeek wan na fairly run cheating go ahead one would vote probably end trying cheat election like biden said trump try get rid process together kamala corrupt,1,0
779,aoc want government especially biden harris administration telling kind life lead much income allowed earn spend one modern day slave,1,0
780,c line newheights therightmelissa msm demonrats oh forget biden butt buddy xi know,1,0
781,whoopigoldberg bet anything want trump ever go prison especially crooked hillary biden would president jail massive dem fraud,1,0
782,cobiscool lilnasx think joe biden drink caprisun,0,2
783,newsmax biden point get rid wray hire clown back,1,0
784,trump administration refused allow member president elect joe biden transition team meet official u intelligence agency controlled pentagon undermining prospect smooth transfer power current,0,2
785,count strong supporter joe biden one hundred day mask requirement,1,1
786,mariace dennisdaley realdonaldtrump much respect fallen soldier still cant believe biden said dont want soldier got captured bc theyre weak good one back,1,0
787,fromtheleft dozen trump political appointee stay government biden take reporting propublica whitehouse politicalappointees trumpadministration bidentransition,0,2
788,ugonnaroast evr jerome corsi scotusblog realdonaldtrump rudygiuliani sidneypowell seem know difference basis either later refers bush rather biden legal team get ph,1,0
789,realdonaldtrump great news mr biden country become hopeful confident knowing trump leaving take credit hiding since trumpfailed,1,1
790,meredithllee probably appointed supreme court biden,1,0
791,cnnpolitics come something new r one wanting close economy not trump administration want open right go away biden get television position u mean nothing,1,0
792,woman absolutely insane shit feel different betsy devos became secretary education nothing fundamentally change biden administration,1,0
793,chinese agent easily influence president elect joe biden incoming administration u intelligence official said also focusing people close mr team comparison trump much easier softer,1,0
794,cjdtwit something think ever heard indian curse american president called zero wiki trump passing biden letting elected potus master chess play scotus declares cursed,0,2
795,amazing news biden listen advice american people win another loss frumpy bidenwins,1,1
796,battlecorgig acosta fire fauci civil servant not employed trump appointed even found around rule way get fired biden could always reinstate rehire,1,1
797,philipgeorgebe cnn joebiden realdonaldtrump much credible idea biden got vote,1,0
798,donwinslow yahoo ha worried voted blue way amp get potus biden vpotus want move mho need see prison mental health lying po go sorry yelling btw mask save life,1,1
799,joebiden president elect biden think country need national day mourning entirely dedicated american life lost covid service cathedral put spotlight upon hopefully make ppl take time recognize,0,2
800,harleyq rudygiuliani actually biden lost,1,0
801,separated migrant kid biden team face hugely complex problem theplumlinegs paulwaldman write,0,2
802,p driver maybe biden admitted voter fraud oh wait already,1,0
803,judgeyourself jennerific realdonaldtrump seanhannity babbling biden must never take office look great prison garb,1,0
804,comrade biden release magic covid plan,0,2
805,biden brain work,1,1
806,among first act biden call day mask wearing trump,0,2
807,quarktoro witchdes sinbethemoon drmistercody timpoolclips mean biden idiot,1,0
808,know joe biden,1,0
809,realdonaldtrump everyone excited jan biden get office high also world leader calling,1,1
810,johnrich may right dropped stapleton form play list endorsed biden wish country artist would speak,1,0
811,campaigner put forth cabinet climate test president elect biden via commondreams,0,2
812,president elect joe biden ask american wear mask first day office plus asked dr anthony fauci stay optimism growing relief deal congress latest,0,2
813,dave oriel mike wanaoni realdonaldtrump first hitler pushed germany war trump opposite u second brings change biden third old evident democrat find better one,1,0
814,julie kelly dineshdsouza washington sighing breath relief trump undoing year worth entrenched work notice republican still side reason biden return status quo business usual january th,1,1
815,breaking arizona state rep issue call withhold electoral college vote joe biden due significant evidence fraud via gatewaypundit,0,2
816,biden win georgia one time tie fdr say recount heck,1,0
817,dish kamalaharris joebiden example please cause got laptop verified receipt fbi confirmation subpoena money laundering investigation undisputed email account amp corroboration hunter biden business partner joe corrupt,1,0
818,realdonaldtrump woho thank president biden,1,1
819,marcorubio much money went trump property many name business got million dollar loan munchin returned treasury harder access biden administration,1,1
820,report joe biden want use coronavirus relief fight climate change,0,2
821,realdonaldtrump thanks president elect joe biden trump moron told every body market crash,1,1
822,newsmax gregkellyusa biden obama pelosi clinton omar ocasio cortez schumer tgey need thrown prison,1,0
823,jennaellisesq biden election november numerous recount voter fraud alleged lawsuit alleging dismissed fbi doj office attorney general dept homeland security various agency found,1,1
824,realdonaldtrump biden effect dummy,1,1
825,doyouevenlif meidastouch realdonaldtrump diaperdonald hand president joe biden anymore vote,1,1
826,obama say georgia senate runoff determine course biden presidency,0,2
827,foxnews bejing biden authority inauguration day trump president,1,0
828,realdonaldtrump thank president elect biden,1,1
829,realdonaldtrump elected joe biden,1,1
830,proud pres elect biden mcconnell gop house senator amp governor spend next yr disparaging obstructing dem effort count support voted trump relative get sick die,1,1
831,williamlegate realdonaldtrump biden homecoming king not president,1,0
832,president elect joe biden ask american wear mask first day office plus asked dr anthony fauci stay optimism growing relief deal congress latest,0,2
833,kanekoathegreat jjauthor lying cheating biden never president,1,0
834,cyberdynesyst itsmagg kola yotaka formosanafro not denying cruz support taiwan one good thing please stop presenting left right u issue help tw argue like need gop president continue biden,1,1
835,biden not win know even get office mandate whatsoever republican fight every step way especially since illegitimate,1,0
836,rwpusa richard heard could several republican pa urging legislator discard biden elector,1,0
837,swimmerbr one word biden said yesterday stand chaos,1,0
838,glr cblaw bigdaddyliberty realdonaldtrump realwayneroot donaldjtrumpjr thehill gatewaypundit joetalkshow atensnut dailycaller carminesabia erictrump beg unbecoming corruption amp biden year government millionaire nothing show well ukraine china russia funneled joe knew profited,1,0
839,joebiden kamalaharris basically biden harris follow plan put place president trump got,1,0
840,brexitsachsy look like going inaugurate compromised u president living memory joe biden dear god,1,0
841,furnsey shellymoorebb looked evidence read affidavit election fraud would explain trump beat poll nothing nevermind fact logically make sense biden going commit knew contest,1,0
842,dailycaller trump still potus joe biden nothing burger right,1,0
843,hoefsd imaptenia matthewjshow realdonaldtrump also right people firing not like vote biden supporter wanted gone,1,0
