,Tweet Text,Sentiment
4067,"   not at all concerned . if anyone trump appoints to the dod is n't senate - confirmed , they can be unappointed by biden on january 21 . in the interim , the military is n't going to do anything trump orders that is illegal .",negative
4068,coronavirus : biden plans scaled - back inauguration to avoid   spread  ,negative
4069,   biden and kamala dissed the vaccine . your dishonesty and bias is showing again .,negative
4070,   what if trump is being but not really like it hurts a little bit ? biden never be like .,negative
4071,"     lying , cheating , biden will never be my president !",negative
4072,   you said that they would crash if biden was elected . time has proven you miserably wrong in everything . you expire on january 20th .,negative
4073,is that why nobody repeats the story ? how about the laptop of the biden ’s . how about tara reid . how about hillary clinton invented the russian collision hoaks   biden pay for play in ukraine,negative
4074,"   problem is , when the potus accoynt is changed fir joe biden , all those tweets they copied from trump 's page will still be there . anyone new to twitter in february will automatically think biden wrote them .",negative
4075,"   oh you can try to handicap elected president biden but are you aware of the damage you bring upon america . 
 a patriot you ’re not",negative
4076,joe biden says his inauguration will not have million - strong crowd    via  ,negative
4077,"neilia hunter : how joe biden ’s tragic loss shaped his washington career   

 # wallst",negative
4078,   biden should employ her for a day as a f**k you to trump ... then immediately sack her for being one of the worst fake news spreaders around !,negative
4079,"cnn exposed again - all this video proves is that cnn is lower than low !    via    biden will never step foot into the white house ! trump will call for the insurrection act then we will have a political cleansing . trump 2020 and 
 2024 ! mark these words !",negative
4080,     yes not only unconstitutional but a fraud biden and harris are traitors the have close ties with china and we used those dominion voting machine ’s how many people in congress knows and how many in the senate knows about this crap we need to get rid of them drain the swamp ! !,negative
4081,"       at first glance , i thought this was sarcasm but it seems you ’re serious .   please come to terms with the fact that biden will be president on jan 20th , 2020 at noon . there is no path to a 2nd trump term from this election .",negative
4082,   how much you wanna bet biden wo n’t throw a tantrum to make sure his signature is on the checks if they are sent out ?,negative
4083,       hi . one question . why would democrats rig the election only for biden and let mcconnell remain majority leader ? and lose a bunch of house seats ? please explain this 5d chess move .,negative
4084,"  _ jordan over 80 million know there was no fraud because no evidence has been presented . 

 that 's more than half of the electorate . 

 for that reason alone , we owe it to the country to stop the shenanigans and admit joe biden as potus . 
 # maga # trump2020tosaveamerica # trump # stopthesteai2020",negative
4085,   strange is n't it . one thing i am sure of is that joe biden wo n't have to pardon hunter .,negative
4086,   who is this black female “ commentator ” on cnn . she is regular(ly ) boring and obnoxious ( with her insistence that biden “ owes ” blacks and women ; on an ongoing diatribe even after biden chooses blacks and women ; and continues to do so ) .   what is her job description ?,negative
4087,"     lying , cheating , biden will never be my president !",negative
4088,"biden on harris : if we have a ' fundamental disagreement , ' then ' i 'll develop some disease and say i have to resign '  ",negative
4089,"the biden presidency : what is the difference between a storyteller and a liar ? not much - opinion : biden changes the story of his broken foot , now says he fell after the shower , pulling his dog 's tail ( american thinker ) 
 ",negative
4090,biden outlines the need for recovery from the covid-19 economy . mcconnell will try to block it  ,negative
